sgRNA	gene	HL60.final	KBM7.final
p29862795	FAM189A1	2745	1981
p29862819	FAM189A1	743	1570
p29862824	FAM189A1	2741	2934
p29862829	FAM189A1	2560	2032
p29862857	FAM189A1	836	675
m71951173	FAM189A2	2335	2055
m71986452	FAM189A2	1226	1311
m71986493	FAM189A2	2175	1417
m71986505	FAM189A2	673	932
m71986513	FAM189A2	1804	1732
p71986419	FAM189A2	635	915
p71986444	FAM189A2	424	1457
p71986456	FAM189A2	1766	1373
p71986465	FAM189A2	1254	980
p71990639	FAM189A2	978	992
m155224558	FAM189B	144	752
m155224613	FAM189B	1063	961
p155224560	FAM189B	1346	1324
p155224565	FAM189B	408	302
p155224571	FAM189B	1077	900
p155224577	FAM189B	477	180
p155224586	FAM189B	288	84
p155224619	FAM189B	1784	2034
p155224633	FAM189B	1362	1156
p155224638	FAM189B	1836	1799
m57188397	FAM192A	372	695
m57201006	FAM192A	2325	1766
m57201121	FAM192A	1334	1862
m57206705	FAM192A	2313	3420
m57206774	FAM192A	1442	1381
m57207761	FAM192A	1147	1483
p57197908	FAM192A	799	760
p57201020	FAM192A	1144	1201
p57201046	FAM192A	373	357
p57207632	FAM192A	1531	2502
m2632785	FAM193A	560	126
m2632802	FAM193A	883	132
m2632817	FAM193A	3177	2358
p2632729	FAM193A	1531	1500
p2632739	FAM193A	162	216
p2632745	FAM193A	891	743
p2632751	FAM193A	0	0
p2632757	FAM193A	1423	1551
p2632767	FAM193A	1557	978
p2632775	FAM193A	2156	2190
m176981295	FAM193B	915	914
m176981320	FAM193B	107	410
m176981331	FAM193B	352	321
m176981343	FAM193B	356	908
m176981424	FAM193B	2826	2459
m176981430	FAM193B	2279	3031
m176981441	FAM193B	1855	1602
m176981447	FAM193B	322	731
m176981453	FAM193B	1864	1354
p176981334	FAM193B	1457	967
m150421441	FAM194A	1610	1951
m150421447	FAM194A	1237	1291
m150421503	FAM194A	936	649
m150421606	FAM194A	1787	1219
m150421656	FAM194A	1036	1317
p150421455	FAM194A	476	574
p150421612	FAM194A	371	111
p150421644	FAM194A	604	594
p150421658	FAM194A	1208	1391
p150421664	FAM194A	1416	1032
m46170944	FAM194B	1917	1449
m46170950	FAM194B	236	437
m46170956	FAM194B	367	890
m46171010	FAM194B	641	1526
m46171022	FAM194B	4311	2085
m46171046	FAM194B	443	314
p46170967	FAM194B	364	1011
p46171036	FAM194B	401	750
p46171050	FAM194B	1425	1536
p46171058	FAM194B	829	866
m692015	FAM195A	370	918
m692038	FAM195A	646	483
m692147	FAM195A	449	92
m692162	FAM195A	910	545
p691987	FAM195A	1218	2225
p692114	FAM195A	1978	1543
p692120	FAM195A	2064	2242
p692125	FAM195A	585	1123
p692130	FAM195A	744	1326
p692149	FAM195A	1494	824
m79781377	FAM195B	1526	2467
m79781382	FAM195B	1294	865
m79782164	FAM195B	599	1534
m79782247	FAM195B	982	899
m79782254	FAM195B	537	1434
p79782156	FAM195B	1528	1216
p79782171	FAM195B	1947	1762
p79782176	FAM195B	1325	1887
p79782199	FAM195B	216	522
p79782204	FAM195B	1505	1122
m128974518	FAM196A	657	674
m128974589	FAM196A	1006	1474
m128974607	FAM196A	2227	2459
m128974619	FAM196A	2334	3108
m128974649	FAM196A	2006	3375
p128974505	FAM196A	504	1110
p128974562	FAM196A	949	1653
p128974568	FAM196A	152	218
p128974578	FAM196A	124	69
p128974638	FAM196A	1130	2011
m169310776	FAM196B	2657	1946
m169310796	FAM196B	1179	1514
m169310812	FAM196B	119	127
p169310712	FAM196B	464	483
p169310730	FAM196B	1179	1174
p169310738	FAM196B	2797	1525
p169310749	FAM196B	647	1007
p169310778	FAM196B	797	1349
p169310801	FAM196B	1627	1831
p169310852	FAM196B	366	816
m43073772	FAM198A	910	1283
m43073800	FAM198A	1664	3177
m43073817	FAM198A	1944	2322
m43073829	FAM198A	1382	2205
m43073859	FAM198A	1058	1121
p43073744	FAM198A	743	1246
p43073750	FAM198A	294	589
p43073764	FAM198A	310	1101
p43073774	FAM198A	611	900
p43073866	FAM198A	749	1233
m159092431	FAM198B	894	627
m159092440	FAM198B	532	428
m159092463	FAM198B	592	1290
m159092507	FAM198B	2276	3116
p159092394	FAM198B	600	399
p159092403	FAM198B	962	1254
p159092411	FAM198B	843	946
p159092418	FAM198B	223	215
p159092444	FAM198B	1399	1420
p159092454	FAM198B	2186	658
m103411473	FAM199X	2207	1492
m103411482	FAM199X	1087	1620
m103411488	FAM199X	998	754
m103411517	FAM199X	1402	1585
m103411526	FAM199X	629	1154
m103411531	FAM199X	1172	1670
p103411456	FAM199X	503	376
p103411462	FAM199X	271	277
p103411552	FAM199X	1546	1547
p103411558	FAM199X	522	794
m68055801	FAM19A1	1566	1318
m68055840	FAM19A1	1212	1305
m68055848	FAM19A1	842	1754
m68055864	FAM19A1	544	473
m68055876	FAM19A1	1192	1620
p68055756	FAM19A1	760	1290
p68055773	FAM19A1	2674	3522
p68055788	FAM19A1	1026	2660
p68055820	FAM19A1	532	604
p68466414	FAM19A1	1404	2137
m62148654	FAM19A2	1878	2499
m62148687	FAM19A2	623	944
m62148694	FAM19A2	2201	1113
m62148731	FAM19A2	1257	2584
m62148772	FAM19A2	1252	1072
m62261136	FAM19A2	1768	3865
p62148659	FAM19A2	3258	2815
p62148678	FAM19A2	1498	1261
p62148742	FAM19A2	806	973
p62261098	FAM19A2	696	408
m113264914	FAM19A3	1200	1045
p113264844	FAM19A3	1454	2277
p113264853	FAM19A3	1089	1544
p113264859	FAM19A3	2919	3733
p113264866	FAM19A3	1194	1063
p113264874	FAM19A3	1647	1458
p113264881	FAM19A3	1557	1467
p113264893	FAM19A3	1367	1896
p113264898	FAM19A3	1098	1620
p113264904	FAM19A3	2885	3667
m68802122	FAM19A4	2201	1971
m68802136	FAM19A4	896	780
m68802149	FAM19A4	2899	3274
m68929892	FAM19A4	1329	1476
m68929934	FAM19A4	626	1115
m68929959	FAM19A4	524	1292
p68802107	FAM19A4	834	931
p68802139	FAM19A4	203	466
p68929923	FAM19A4	2415	2948
p68929977	FAM19A4	1500	1574
m49042420	FAM19A5	1096	681
m49042444	FAM19A5	158	670
m49042463	FAM19A5	1834	1782
m49042483	FAM19A5	3200	2838
m49042492	FAM19A5	705	1116
p49042394	FAM19A5	270	559
p49042401	FAM19A5	304	396
p49042424	FAM19A5	304	254
p49042429	FAM19A5	2173	1540
p49042447	FAM19A5	760	855
m99145762	FAM200A	737	1106
m99145819	FAM200A	573	477
m99145948	FAM200A	865	1100
m99145954	FAM200A	1808	1121
m99145991	FAM200A	775	631
m99146014	FAM200A	751	835
p99145829	FAM200A	292	353
p99145869	FAM200A	657	1564
p99145960	FAM200A	1296	1154
p99146001	FAM200A	1325	2633
m15688724	FAM200B	1570	1944
m15689185	FAM200B	948	1410
m15689283	FAM200B	805	1205
m15689393	FAM200B	533	1025
p15688660	FAM200B	699	1869
p15689049	FAM200B	335	601
p15689112	FAM200B	1240	636
p15689242	FAM200B	153	28
p15689324	FAM200B	2245	1969
p15689383	FAM200B	482	403
m120095093	FAM204A	614	680
m120095830	FAM204A	1062	671
m120095844	FAM204A	747	260
m120095854	FAM204A	2044	2028
m120095872	FAM204A	1930	2607
p120094681	FAM204A	3041	2706
p120094694	FAM204A	467	163
p120095687	FAM204A	8	388
p120095878	FAM204A	67	21
p120095883	FAM204A	661	298
m34726978	FAM205A	2878	4168
m34728064	FAM205A	960	479
m34729371	FAM205A	1803	1518
p34726910	FAM205A	1412	1394
p34726949	FAM205A	600	1019
p34726962	FAM205A	1434	2456
p34728024	FAM205A	1113	1441
p34728043	FAM205A	521	617
p34729297	FAM205A	443	643
p34729361	FAM205A	1772	1824
m111696767	FAM206A	532	375
m111696776	FAM206A	717	779
m111696781	FAM206A	616	1121
m111696788	FAM206A	296	516
m111696805	FAM206A	1384	2474
p111696792	FAM206A	603	1111
p111696822	FAM206A	834	938
p111697947	FAM206A	1208	919
p111698584	FAM206A	2022	3019
p111698612	FAM206A	1745	1152
m46360000	FAM207A	1094	1782
m46360010	FAM207A	1414	844
m46363738	FAM207A	2133	2188
p46359989	FAM207A	1731	2081
p46363662	FAM207A	4563	3829
p46363680	FAM207A	1836	2650
p46363685	FAM207A	287	618
p46363690	FAM207A	683	1389
p46363707	FAM207A	1421	2564
p46363725	FAM207A	2531	4697
m56683014	FAM208A	3126	2683
m56683059	FAM208A	294	1135
m56683068	FAM208A	760	545
m56694796	FAM208A	613	727
m56694823	FAM208A	1410	1625
m56694943	FAM208A	1400	1433
p56682873	FAM208A	2471	2070
p56682886	FAM208A	871	592
p56683050	FAM208A	1176	813
p56694928	FAM208A	488	114
m5762876	FAM208B	332	480
m5762905	FAM208B	1642	1214
m5762925	FAM208B	586	247
p5762827	FAM208B	1630	1562
p5762832	FAM208B	143	689
p5762878	FAM208B	563	853
p5762889	FAM208B	936	1930
p5765718	FAM208B	1277	1794
p5766405	FAM208B	2823	3546
p5766427	FAM208B	1170	546
m55100874	FAM209A	526	736
m55100879	FAM209A	509	928
m55100891	FAM209A	1390	1873
m55100931	FAM209A	2401	4226
m55100956	FAM209A	93	419
p55099970	FAM209A	1465	2059
p55099976	FAM209A	776	1162
p55100865	FAM209A	1078	976
p55100939	FAM209A	185	11
p55100948	FAM209A	586	615
m55108540	FAM209B	1376	1402
m55111239	FAM209B	622	990
m55111247	FAM209B	833	1995
m55111259	FAM209B	1906	2783
p55108503	FAM209B	1178	1285
p55108509	FAM209B	525	473
p55111319	FAM209B	1069	1698
p55111359	FAM209B	785	1298
p55111367	FAM209B	444	544
p55111380	FAM209B	2330	3017
m66551791	FAM20A	638	884
m66551843	FAM20A	1082	1226
p66551731	FAM20A	802	1304
p66551736	FAM20A	2110	2299
p66551741	FAM20A	2700	2997
p66551756	FAM20A	2315	1777
p66551771	FAM20A	39	87
p66551780	FAM20A	685	822
p66551801	FAM20A	1106	1489
p66551812	FAM20A	986	1165
m179013095	FAM20B	847	914
m179013103	FAM20B	968	995
m179013110	FAM20B	953	1263
m179013144	FAM20B	1717	2581
m179013160	FAM20B	1116	1095
p179013064	FAM20B	804	1640
p179013076	FAM20B	582	1275
p179013116	FAM20B	2135	2403
p179013128	FAM20B	397	934
p179013151	FAM20B	964	1028
m193200	FAM20C	3902	4526
m193222	FAM20C	2619	4059
m193228	FAM20C	2714	3609
m193240	FAM20C	4476	5042
m193252	FAM20C	1709	3632
m193260	FAM20C	319	411
m193285	FAM20C	1586	2881
p193192	FAM20C	1334	1293
p193231	FAM20C	722	494
p193272	FAM20C	1107	691
m13681865	FAM210A	553	431
m13681872	FAM210A	802	185
m13681880	FAM210A	2340	2468
m13681943	FAM210A	466	339
m13682008	FAM210A	1201	1771
m13682024	FAM210A	1550	1462
m13682034	FAM210A	1170	985
m13682058	FAM210A	1427	2760
p13681996	FAM210A	1122	970
p13682038	FAM210A	648	1095
m54934062	FAM210B	1181	977
m54934117	FAM210B	650	1673
m54934182	FAM210B	972	1591
m54934193	FAM210B	355	893
p54934046	FAM210B	2448	1457
p54934054	FAM210B	2862	2511
p54934064	FAM210B	1140	1176
p54934069	FAM210B	1473	1204
p54934077	FAM210B	1563	1617
p54934185	FAM210B	808	891
m16395118	FAM211A	715	632
m16395135	FAM211A	1218	1494
m16395193	FAM211A	624	213
m16395216	FAM211A	507	1072
m16395273	FAM211A	1362	1197
m16395284	FAM211A	1766	2551
p16395108	FAM211A	952	711
p16395126	FAM211A	1351	1351
p16395203	FAM211A	1052	1331
p16395265	FAM211A	1999	1201
m24988831	FAM211B	1520	581
m24988907	FAM211B	179	1278
m24988960	FAM211B	913	1226
p24988834	FAM211B	1093	1100
p24988845	FAM211B	669	679
p24988870	FAM211B	1422	1378
p24988879	FAM211B	670	623
p24988894	FAM211B	1856	2233
p24988910	FAM211B	335	751
p24988952	FAM211B	298	564
m49840866	FAM212A	753	583
m49841656	FAM212A	193	372
m49841664	FAM212A	1756	2327
m49841671	FAM212A	965	906
m49841681	FAM212A	1035	1190
p49840817	FAM212A	1870	1603
p49840847	FAM212A	146	1226
p49840854	FAM212A	496	501
p49841610	FAM212A	484	1322
p49841628	FAM212A	919	1532
m112270273	FAM212B	96	358
m112270306	FAM212B	395	497
m112270320	FAM212B	615	705
m112270344	FAM212B	866	993
m112270373	FAM212B	753	1311
m112270395	FAM212B	2904	1553
m112270409	FAM212B	1121	1026
p112270277	FAM212B	610	1145
p112270323	FAM212B	1920	1048
p112270399	FAM212B	569	750
m82180302	FAM213A	2122	2807
m82180320	FAM213A	235	896
m82180359	FAM213A	182	548
m82182232	FAM213A	1707	2300
m82182243	FAM213A	1868	1822
m82182254	FAM213A	1726	1745
p82180267	FAM213A	672	513
p82182173	FAM213A	1439	1156
p82182181	FAM213A	982	1601
p82182214	FAM213A	1281	984
m2518256	FAM213B	424	314
m2518306	FAM213B	683	1469
m2518322	FAM213B	1345	986
m2518341	FAM213B	1011	1370
p2518226	FAM213B	1016	1510
p2518248	FAM213B	475	252
p2518296	FAM213B	1072	1064
p2518311	FAM213B	886	1579
p2518329	FAM213B	2208	1827
p2518353	FAM213B	3309	4797
m52905871	FAM214A	521	338
m52905877	FAM214A	993	1016
m52906003	FAM214A	1171	1690
m52906012	FAM214A	1254	836
p52903941	FAM214A	1414	1871
p52903946	FAM214A	666	709
p52905888	FAM214A	611	724
p52905906	FAM214A	1113	1558
p52905977	FAM214A	800	1097
p52970189	FAM214A	862	1167
m35108081	FAM214B	1385	1152
m35108154	FAM214B	2215	2510
m35108170	FAM214B	1880	2056
m35108228	FAM214B	918	364
m35108255	FAM214B	1827	2632
p35108065	FAM214B	1050	1011
p35108073	FAM214B	897	1191
p35108083	FAM214B	648	1024
p35108217	FAM214B	645	1421
p35108243	FAM214B	1396	1597
m110906700	FAM216A	1096	1565
m110906756	FAM216A	1651	1645
m110906788	FAM216A	500	192
p110906685	FAM216A	926	1699
p110906692	FAM216A	950	1288
p110906716	FAM216A	1061	808
p110906727	FAM216A	1141	1099
p110906775	FAM216A	780	1883
p110906780	FAM216A	780	534
p110906791	FAM216A	953	1248
m4073692	FAM217A	2293	2042
m4073722	FAM217A	2044	2764
m4073734	FAM217A	1175	1227
m4074812	FAM217A	763	846
m4074824	FAM217A	980	863
m4074876	FAM217A	1871	926
m4077590	FAM217A	236	626
p4073703	FAM217A	2597	3884
p4074815	FAM217A	749	834
p4077593	FAM217A	1151	2701
m58519476	FAM217B	1873	1829
m58519515	FAM217B	1040	1531
m58519660	FAM217B	1435	1491
m58519759	FAM217B	548	1455
m58519771	FAM217B	2364	2446
m58519801	FAM217B	2130	2074
m58519808	FAM217B	1231	1664
p58519545	FAM217B	627	630
p58519690	FAM217B	1497	1700
p58519695	FAM217B	1354	1725
m34405915	FAM219A	686	724
m34405920	FAM219A	1986	2480
m34458236	FAM219A	216	257
m34458254	FAM219A	1595	2104
p34405898	FAM219A	1134	1447
p34405923	FAM219A	1300	1829
p34405929	FAM219A	920	985
p34405936	FAM219A	460	847
p34458221	FAM219A	697	1943
p34458240	FAM219A	1673	1201
m75198697	FAM219B	723	476
m75199007	FAM219B	818	683
m75199120	FAM219B	945	437
p75198687	FAM219B	2009	2731
p75198913	FAM219B	1274	923
p75198922	FAM219B	403	781
p75198947	FAM219B	1841	1606
p75199015	FAM219B	779	679
p75199022	FAM219B	1319	572
p75199102	FAM219B	688	641
m6370576	FAM220A	3591	3161
m6370610	FAM220A	662	1067
m6370627	FAM220A	1330	1072
m6370671	FAM220A	1653	1159
m6370718	FAM220A	672	981
m6370726	FAM220A	1159	1321
m6370732	FAM220A	1088	849
p6370615	FAM220A	1386	1116
p6370660	FAM220A	511	1435
p6370734	FAM220A	2517	2430
m23719890	FAM221A	819	851
m23728936	FAM221A	936	1478
m23728948	FAM221A	886	1332
m23728953	FAM221A	457	988
m23728968	FAM221A	1688	1914
p23719840	FAM221A	1495	1902
p23719848	FAM221A	710	1461
p23719869	FAM221A	1002	1526
p23719877	FAM221A	967	988
p23728939	FAM221A	1494	1428
m35825860	FAM221B	1124	969
m35826118	FAM221B	597	1439
p35825870	FAM221B	1327	1024
p35825875	FAM221B	1594	1368
p35825904	FAM221B	536	432
p35825914	FAM221B	2574	2007
p35825922	FAM221B	1276	2166
p35826037	FAM221B	1540	1270
p35826062	FAM221B	1077	766
p35826108	FAM221B	857	1934
m110181952	FAM222A	2073	1965
m110181961	FAM222A	293	838
m110181986	FAM222A	308	331
m110181992	FAM222A	2897	1635
m110181998	FAM222A	711	651
m110182003	FAM222A	720	357
m110182008	FAM222A	447	400
m110182019	FAM222A	782	1117
m110205831	FAM222A	753	381
p110205802	FAM222A	332	281
m27086740	FAM222B	1720	1396
m27086825	FAM222B	1224	1292
m27093617	FAM222B	506	1053
m27093667	FAM222B	1617	1001
p27086747	FAM222B	2649	1255
p27086830	FAM222B	817	984
p27093628	FAM222B	684	624
p27093641	FAM222B	2533	2044
p27093647	FAM222B	1056	1497
p27093655	FAM222B	963	710
m39041640	FAM227A	2242	1958
m39046055	FAM227A	711	1370
m39046073	FAM227A	116	480
m39046083	FAM227A	195	392
m39046151	FAM227A	844	957
m39046161	FAM227A	525	607
p39046096	FAM227A	1449	1339
p39046105	FAM227A	716	1215
p39046110	FAM227A	1443	1376
p39046118	FAM227A	2962	5666
m49869827	FAM227B	871	750
m49881997	FAM227B	953	823
m49882098	FAM227B	662	375
m49882191	FAM227B	1561	1510
m49907327	FAM227B	3940	6784
m49907363	FAM227B	2768	2193
p49869842	FAM227B	985	2250
p49903427	FAM227B	1027	735
p49907337	FAM227B	395	251
p49907347	FAM227B	1508	1563
m24398415	FAM228A	1155	1366
m24398428	FAM228A	812	1164
m24400731	FAM228A	700	517
m24406168	FAM228A	2776	2234
m24406180	FAM228A	1061	1337
p24398368	FAM228A	1094	1434
p24398417	FAM228A	634	597
p24406182	FAM228A	2176	4282
p24406193	FAM228A	2798	3957
p24406201	FAM228A	1322	1389
m24360809	FAM228B	40	67
m24369624	FAM228B	879	1281
m24369629	FAM228B	1846	2327
m24369856	FAM228B	613	1369
p24347236	FAM228B	1798	1965
p24347243	FAM228B	2231	1956
p24357990	FAM228B	398	404
p24369683	FAM228B	1802	1103
p24369818	FAM228B	1428	1751
p24369859	FAM228B	767	564
m32827601	FAM229A	1936	799
m32827607	FAM229A	837	1404
m32827613	FAM229A	959	855
m32827643	FAM229A	2929	3460
m32827671	FAM229A	1055	1690
p32827615	FAM229A	1725	1595
p32827621	FAM229A	682	877
p32827635	FAM229A	514	182
p32827645	FAM229A	1139	853
p32827650	FAM229A	470	829
m112420508	FAM229B	441	1166
m112420525	FAM229B	281	1195
m112420561	FAM229B	2341	1534
m112420583	FAM229B	879	525
p112420493	FAM229B	1527	2409
p112420510	FAM229B	2007	2287
p112420533	FAM229B	327	408
p112420540	FAM229B	931	1735
p112420567	FAM229B	981	1823
p112420572	FAM229B	1350	1266
m124671217	FAM24A	1884	2452
m124671230	FAM24A	1928	2795
p124671151	FAM24A	2006	2147
p124671168	FAM24A	2688	3269
p124671174	FAM24A	0	96
p124671188	FAM24A	1621	2574
p124671200	FAM24A	994	820
p124671245	FAM24A	374	483
p124672280	FAM24A	2305	2741
p124672315	FAM24A	1338	1360
m124608881	FAM24B	1626	1994
m124608897	FAM24B	1574	2356
m124608932	FAM24B	1523	2430
m124610003	FAM24B	600	513
m124610014	FAM24B	2041	1285
p124608889	FAM24B	2378	3006
p124609970	FAM24B	2656	2289
p124609977	FAM24B	2711	2089
p124609985	FAM24B	1065	1639
p124610005	FAM24B	2971	2826
m16296287	FAM32A	328	459
m16296473	FAM32A	558	477
p16296249	FAM32A	865	141
p16296291	FAM32A	1126	1467
p16296305	FAM32A	1181	689
p16296452	FAM32A	1140	482
p16296462	FAM32A	1063	922
p16296498	FAM32A	981	571
p16296503	FAM32A	1303	3535
p16296511	FAM32A	2596	2150
m88911305	FAM35A	1536	2521
m88911757	FAM35A	382	698
m88930377	FAM35A	1145	1397
m88939875	FAM35A	836	1199
p88911312	FAM35A	1097	1218
p88911775	FAM35A	2385	1750
p88930407	FAM35A	428	849
p88939938	FAM35A	1291	1305
p88946845	FAM35A	674	1116
p88950253	FAM35A	1799	2888
m153736922	FAM3A	532	361
m153740182	FAM3A	2133	2044
m153740192	FAM3A	2008	2666
m153744082	FAM3A	2200	1580
m153744089	FAM3A	566	1577
p153736867	FAM3A	1530	1370
p153736872	FAM3A	777	400
p153736896	FAM3A	2231	2429
p153736903	FAM3A	426	739
p153736909	FAM3A	794	934
m42688814	FAM3B	407	943
m42710335	FAM3B	683	381
m42710345	FAM3B	1749	2216
m42710350	FAM3B	3433	2362
m42710361	FAM3B	919	1196
p42688796	FAM3B	3920	3680
p42688803	FAM3B	4058	3914
p42710363	FAM3B	882	522
p42716387	FAM3B	891	1328
p42716399	FAM3B	2018	3356
m58639407	FAM3D	1430	2184
m58639464	FAM3D	489	651
m58639493	FAM3D	710	750
m58641279	FAM3D	1957	3099
p58635039	FAM3D	1390	1385
p58635046	FAM3D	356	721
p58639397	FAM3D	1842	1493
p58639455	FAM3D	2283	2878
p58639466	FAM3D	2178	2695
p58639472	FAM3D	1857	1638
m194407564	FAM43A	501	1426
m194407603	FAM43A	273	99
m194407619	FAM43A	823	1859
m194407624	FAM43A	1419	1741
m194407644	FAM43A	382	803
p194407544	FAM43A	163	301
p194407569	FAM43A	2240	4322
p194407575	FAM43A	714	694
p194407605	FAM43A	296	645
p194407632	FAM43A	1867	2666
m20879475	FAM43B	1138	1265
m20879515	FAM43B	567	626
m20879551	FAM43B	2681	2892
m20879569	FAM43B	2131	2113
m20879576	FAM43B	1593	1773
p20879477	FAM43B	1342	1825
p20879483	FAM43B	1665	1651
p20879489	FAM43B	372	1003
p20879501	FAM43B	3141	3163
p20879519	FAM43B	2239	3247
m120863667	FAM45A	2108	2380
m120877158	FAM45A	1421	1778
m120879952	FAM45A	1662	1712
m120883066	FAM45A	187	318
p120863647	FAM45A	3166	3047
p120863653	FAM45A	765	1193
p120863687	FAM45A	1098	2278
p120871418	FAM45A	935	1254
p120877025	FAM45A	1054	1245
p120877145	FAM45A	2451	2441
m82461680	FAM46A	118	98
m82461701	FAM46A	2869	2943
m82461711	FAM46A	126	470
m82461724	FAM46A	350	754
m82461772	FAM46A	414	344
m82461824	FAM46A	2772	2997
m82461843	FAM46A	1223	1870
m82461850	FAM46A	1493	1083
p82461661	FAM46A	1069	1666
p82461810	FAM46A	2153	1451
m27339079	FAM46B	517	467
m27339108	FAM46B	620	266
m27339121	FAM46B	705	1266
m27339130	FAM46B	1665	1675
m27339144	FAM46B	2559	2511
m27339151	FAM46B	1301	980
p27339005	FAM46B	1309	2029
p27339027	FAM46B	798	555
p27339032	FAM46B	634	584
p27339132	FAM46B	706	724
m118165515	FAM46C	1027	1538
m118165561	FAM46C	2375	2260
m118165576	FAM46C	2286	1347
m118165592	FAM46C	2316	2809
p118165494	FAM46C	2614	1879
p118165524	FAM46C	2518	3255
p118165531	FAM46C	2057	1605
p118165539	FAM46C	551	654
p118165549	FAM46C	873	1022
p118165583	FAM46C	1281	1472
m37026535	FAM47C	923	1334
m37026659	FAM47C	2302	2415
m37026810	FAM47C	824	1264
m37026939	FAM47C	1500	1738
p37026487	FAM47C	1057	523
p37026520	FAM47C	1678	2415
p37026931	FAM47C	1035	1203
p37026941	FAM47C	597	208
p37026948	FAM47C	2783	2788
p37026959	FAM47C	1489	1534
m77184889	FAM47E	158	320
p77184846	FAM47E	312	541
p77184852	FAM47E	1050	1849
p77184872	FAM47E	2567	2494
p77184879	FAM47E	2271	2512
p77184891	FAM47E	464	673
p77184903	FAM47E	1379	1650
p77184911	FAM47E	1258	1358
p77184916	FAM47E	2965	5275
p77184924	FAM47E	1726	2184
m16746932	FAM49A	348	873
m16746938	FAM49A	1734	2355
m16746948	FAM49A	1902	1770
m16746978	FAM49A	470	512
m16747003	FAM49A	2194	3222
m16747019	FAM49A	2335	2315
m16769359	FAM49A	656	1418
p16745326	FAM49A	3005	3980
p16746905	FAM49A	869	1318
p16746960	FAM49A	1401	1832
m130874515	FAM49B	2467	2936
m130883622	FAM49B	1706	2137
m130883639	FAM49B	4661	4910
m130883664	FAM49B	556	306
m130883703	FAM49B	285	502
m130891663	FAM49B	3113	3085
p130874552	FAM49B	569	311
p130883613	FAM49B	998	734
p130883711	FAM49B	519	1393
p130883716	FAM49B	1268	1326
m153672583	FAM50A	382	209
m153672616	FAM50A	1535	585
m153672625	FAM50A	930	572
m153672632	FAM50A	246	400
m153673999	FAM50A	1004	1859
p153672575	FAM50A	982	1257
p153672590	FAM50A	536	588
p153672644	FAM50A	73	138
p153672668	FAM50A	202	112
p153674012	FAM50A	601	243
m1659146	FAM53A	884	1614
m1659163	FAM53A	473	1172
m1659182	FAM53A	631	510
m1670395	FAM53A	3690	4222
m1670400	FAM53A	2881	4276
m1670407	FAM53A	563	1176
m1670428	FAM53A	1195	1183
p1659152	FAM53A	1316	2309
p1670413	FAM53A	2602	2237
p1670447	FAM53A	1261	1567
m126370922	FAM53B	3698	7271
m126370927	FAM53B	1768	2423
m126395206	FAM53B	1620	2289
m126395225	FAM53B	609	1228
m126395248	FAM53B	1704	2208
m126395275	FAM53B	1614	2296
p126384752	FAM53B	1420	1662
p126395191	FAM53B	1129	1761
p126395198	FAM53B	1954	2919
p126395213	FAM53B	898	1531
m137677034	FAM53C	1043	546
m137677500	FAM53C	1586	1452
m137677506	FAM53C	1862	2692
m137677525	FAM53C	690	670
m137677544	FAM53C	2032	2664
